boredom, excitement, frustration,meditation,
0,0,0,0,
-0.64404,0.00649791583418846,0,0.09,
-0.64404,0.00649791583418846,0,0.09,
-0.579636,0.00649791583418846,0,0.081,
-0.579636,0.00649791583418846,0,0.081,
-0.5574524,0.00649791583418846,0,0.0779,
-0.5574524,0.00649791583418846,0,0.0779,
-0.57326716,0.00649791583418846,0,0.08011,
-0.57326716,0.00649791583418846,0,0.08011,
-0.587500444,0.00649791583418846,0,0.082099,
-0.587500444,0.00649791583418846,0,0.082099,
-0.6003103996,0.00649791583418846,0,0.0838891,
-0.6003103996,0.00649791583418846,0,0.0838891,
-0.61183935964,0.00649791583418846,0,0.08550019,
-0.61183935964,0.00649791583418846,0,0.08550019,
-0.622215423676,0.00649791583418846,0,0.086950171,
-0.622215423676,0.00649791583418846,0,0.086950171,
-0.6315538813084,0.00649791583418846,0,0.0882551539,
-0.6315538813084,0.00649791583418846,0,0.0882551539,
-0.63995849317756,0.00649791583418846,0,0.08942963851,
-0.63995849317756,0.00649791583418846,0,0.08942963851,
-0.647522643859804,0.00649791583418846,0,0.090486674659,
-0.647522643859804,0.00649791583418846,0,0.090486674659,
-0.654330379473823,0.00649791583418846,0,0.0914380071931,
-0.654330379473823,0.00649791583418846,0,0.0914380071931,
-0.660457341526441,0.00649791583418846,0,0.09229420647379,
-0.660457341526441,0.00649791583418846,0,0.09229420647379,
-0.665971607373797,0.00649791583418846,0,0.093064785826411,
-0.665971607373797,0.00649791583418846,0,0.093064785826411,
-0.670934446636417,0.00649791583418846,0,0.0937583072437699,
-0.670934446636417,0.00649791583418846,0,0.0937583072437699,
-0.675401001972775,0.00649791583418846,0,0.0943824765193929,
-0.675401001972775,0.00649791583418846,0,0.0943824765193929,
-0.679420901775498,0.00649791583418846,0,0.0949442288674536,
-0.679420901775498,0.00649791583418846,0,0.0949442288674536,
-0.683038811597948,0.00649791583418846,0,0.0954498059807082,
-0.683038811597948,0.00649791583418846,0,0.0954498059807082,
-0.686294930438153,0.00649791583418846,-8.26186084747314,0.0959048253826374,
-0.686294930438153,0.00649791583418846,-8.26186084747314,0.0959048253826374,
-0.689225437394338,0.00649791583418846,-16.3578853607178,0.0963143428443737,
-0.689225437394338,0.00649791583418846,-16.3578853607178,0.0963143428443737,
boredom, excitement, frustration,meditation,
0,0,0,0,
-0.64404,0.00494931172579527,0,0.09,
-0.64404,0.00494931172579527,0,0.09,
-0.579636,0.00494931172579527,0,0.081,
-0.579636,0.00494931172579527,0,0.081,
-0.5574524,0.00494931172579527,0,0.0779,
-0.5574524,0.00494931172579527,0,0.0779,
-0.57326716,0.00494931172579527,0,0.08011,
-0.57326716,0.00494931172579527,0,0.08011,
-0.587500444,0.00494931172579527,0,0.082099,
-0.587500444,0.00494931172579527,0,0.082099,
-0.6003103996,0.00494931172579527,0,0.0838891,
-0.6003103996,0.00494931172579527,0,0.0838891,
-0.61183935964,0.00494931172579527,0,0.08550019,
-0.61183935964,0.00494931172579527,0,0.08550019,
-0.6315538813084,0.00494931172579527,0,0.0882551539,
-0.6315538813084,0.00494931172579527,0,0.0882551539,
-0.63995849317756,0.00494931172579527,0,0.08942963851,
-0.63995849317756,0.00494931172579527,0,0.08942963851,
-0.647522643859804,0.00494931172579527,0,0.090486674659,
-0.647522643859804,0.00494931172579527,0,0.090486674659,
-0.654330379473823,0.00494931172579527,0,0.0914380071931,
-0.654330379473823,0.00494931172579527,0,0.0914380071931,
-0.660457341526441,0.00494931172579527,0,0.09229420647379,
-0.660457341526441,0.00494931172579527,0,0.09229420647379,
-0.665971607373797,0.00494931172579527,0,0.093064785826411,
-0.665971607373797,0.00494931172579527,0,0.093064785826411,
-0.670934446636417,0.00494931172579527,0,0.0937583072437699,
-0.670934446636417,0.00494931172579527,0,0.0937583072437699,
-0.675401001972775,0.00494931172579527,0,0.0943824765193929,
-0.675401001972775,0.00494931172579527,0,0.0943824765193929,
-0.679420901775498,0.00494931172579527,0,0.0949442288674536,
-0.679420901775498,0.00494931172579527,0,0.0949442288674536,
-0.683038811597948,0.00494931172579527,0,0.0954498059807082,
-0.683038811597948,0.00494931172579527,0,0.0954498059807082,
-0.686294930438153,0.00494931172579527,-0.424009650945663,0.0959048253826374,
-0.686294930438153,0.00494931172579527,-0.424009650945663,0.0959048253826374,
-0.689225437394338,0.00494931172579527,-0.838131487369537,0.0963143428443737,
-0.689225437394338,0.00494931172579527,-0.838131487369537,0.0963143428443737,
-0.691862893654904,0.00494931172579527,-1.16887271404266,0.0966829085599363,
-0.691862893654904,0.00494931172579527,-1.16887271404266,0.0966829085599363,
-0.694236604289414,0.00494931172579527,-1.41711211204529,0.0970146177039427,
-0.694236604289414,0.00494931172579527,-1.41711211204529,0.0970146177039427,
-0.696372943860472,0.00494931172579527,-1.6542763710022,0.0973131559335484,
-0.696372943860472,0.00494931172579527,-1.6542763710022,0.0973131559335484,
-0.698295649474425,0.00494931172579527,-1.87481570243835,0.0975818403401935,
-0.698295649474425,0.00494931172579527,-1.87481570243835,0.0975818403401935,
-0.700026084526982,0.00494931172579527,-2.10423803329468,0.0978236563061742,
-0.700026084526982,0.00494931172579527,-2.10423803329468,0.0978236563061742,
-0.701583476074284,0.00494931172579527,-2.3294153213501,0.0980412906755568,
-0.701583476074284,0.00494931172579527,-2.3294153213501,0.0980412906755568,
-0.702985128466856,0.00494931172579527,-2.42186093330383,0.0982371616080011,
-0.702985128466856,0.00494931172579527,-2.42186093330383,0.0982371616080011,
-0.70424661562017,0.00494931172579527,-2.42556428909302,0.098413445447201,
-0.70424661562017,0.00494931172579527,-2.42556428909302,0.098413445447201,
